park_id,name,city,area_sqm,latitude,longitude
PARK_0045,Dresdener See-Volkspark,Dresden,945764.2187168932,50.97437307346674,13.704823034280725
PARK_0046,Dresdener Wald-Park,Dresden,717868.010950419,51.015040586404155,13.741058124348672
PARK_0047,Leipziger Wald-Grünanlage,Leipzig,964324.9301950057,51.31242592047586,12.467456416544193
PARK_0048,Nuremberger Bach-Park,Nuremberg,335834.3943259312,49.40245645916507,11.076149701178478
PARK_0049,Cologneer Heide-Volkspark,Cologne,629086.117280902,50.89446809887549,6.867677389470907
PARK_0050,Nuremberger Wiese-Grünanlage,Nuremberg,314714.14102478087,49.45263580464577,10.98699575025
PARK_0051,Berliner See-Stadtpark,Berlin,187650.12848666194,52.601653177193334,13.352912378133395
PARK_0052,Dresdener Wiese-Stadtpark,Dresden,279952.5079359254,51.04829055205552,13.834430090822119
PARK_0053,Cologneer Heide-Volkspark,Cologne,275755.6667927797,50.97192710948118,7.0126239230657434
PARK_0054,Stuttgarter See-Garten,Stuttgart,650690.5390639005,48.821443269722366,9.15645662654385
PARK_0055,Hamburger Bach-Grünanlage,Hamburg,135775.2815516879,53.577805942152175,10.000854936814951
PARK_0056,Frankfurter Heide-Park,Frankfurt,227192.58487986153,50.17796049911785,8.646256012994348
PARK_0057,Nuremberger Wiese-Grünanlage,Nuremberg,693686.1437501683,49.36025502831095,11.094878588637648
PARK_0058,Stuttgarter See-Park,Stuttgart,265170.9864380411,48.67911756578557,9.185318611659856
PARK_0059,Berliner Bach-Volkspark,Berlin,706390.8511973426,52.54903455808189,13.339873285800998
PARK_0060,Frankfurter Wiese-Stadtpark,Frankfurt,180644.8969386936,50.088247069260106,8.769445997747347
PARK_0061,Leipziger See-Stadtpark,Leipzig,928458.9373646346,51.30791327021005,12.295794704248118
PARK_0062,Cologneer Wiese-Volkspark,Cologne,676984.8437324701,51.0129678706762,6.911888325543031
PARK_0063,Municher See-Park,Munich,553168.0494382062,48.198544440040244,11.593040162319893
PARK_0064,Municher Wald-Stadtpark,Munich,902354.9700556605,48.083470458180095,11.50062055356118
PARK_0065,Frankfurter See-Grünanlage,Frankfurt,372078.30149626563,50.190983611432664,8.708720291454654
PARK_0066,Hannoverer See-Garten,Hannover,902254.7469549483,52.345741914922534,9.777191135774046
PARK_0067,Berliner Heide-Grünanlage,Berlin,659930.0638465734,52.59741728485302,13.460975109171525
PARK_0068,Hamburger Wald-Garten,Hamburg,903626.4791007253,53.46792799299901,9.926025742818924
PARK_0069,Municher Bach-Garten,Munich,146397.9657227305,48.15638581193192,11.483839410323327
PARK_0070,Frankfurter Wiese-Volkspark,Frankfurt,202767.64884662372,50.14360035382161,8.583112316769244
PARK_0071,Nuremberger See-Volkspark,Nuremberg,669363.1965274705,49.46184675787332,11.11507903953854
PARK_0072,Stuttgarter Wiese-Grünanlage,Stuttgart,275386.6331219601,48.72065386189211,9.225335844269507
PARK_0073,Leipziger See-Stadtpark,Leipzig,667151.2540948539,51.30477993963186,12.422398281023606
PARK_0074,Stuttgarter Heide-Volkspark,Stuttgart,589893.1731686981,48.84564468209883,9.214422578460068
PARK_0075,Frankfurter Wald-Garten,Frankfurt,301942.2492976392,50.02963495356562,8.655643160611886
PARK_0076,Municher Heide-Park,Munich,423442.8384334224,48.08389792867582,11.67660211095049
PARK_0077,Leipziger Wiese-Garten,Leipzig,805070.738364566,51.41810931103542,12.399327725199454
PARK_0078,Dresdener Wiese-Garten,Dresden,517891.8091279207,51.05092741862104,13.75268077692527
PARK_0079,Hamburger Bach-Park,Hamburg,316733.744318813,53.49014859755961,10.038190423052301
PARK_0080,Dresdener Wiese-Grünanlage,Dresden,218255.1454366965,50.95526319328629,13.766394459181432
PARK_0081,Nuremberger Wiese-Garten,Nuremberg,919121.170709426,49.54019171687059,11.167485715400518
PARK_0082,Dresdener Bach-Grünanlage,Dresden,931902.6344583391,51.02443174005109,13.640391323305773
PARK_0083,Municher Bach-Grünanlage,Munich,965438.9782347901,48.120736829663464,11.675330963808735
PARK_0084,Stuttgarter Wiese-Park,Stuttgart,415842.842171829,48.84640189109347,9.141789778413917
PARK_0085,Dresdener Wald-Volkspark,Dresden,211018.10935178786,51.12062733430337,13.700684401031255
PARK_0086,Leipziger See-Park,Leipzig,711228.3068412243,51.35106025249167,12.460330954832157
PARK_0087,Stuttgarter Bach-Volkspark,Stuttgart,634256.8653642113,48.78981223401787,9.102335298754154
PARK_0088,Hamburger Wiese-Park,Hamburg,542413.1697455499,53.64911077002085,9.921716803047305
PARK_0089,Leipziger Heide-Garten,Leipzig,712164.9539455046,51.41517461438559,12.421253723550842
PARK_0090,Cologneer Wald-Garten,Cologne,328912.2520512687,50.97799681679742,6.9321982302439515
PARK_0091,Dresdener Wald-Volkspark,Dresden,873718.7026510985,51.11227223109571,13.799322678935836
PARK_0092,Hamburger Heide-Volkspark,Hamburg,526440.4799528397,53.63374811051129,9.995968479772188
PARK_0093,Cologneer Wiese-Park,Cologne,716868.5333948182,50.99715903579335,6.990292786155553
PARK_0094,Nuremberger Heide-Stadtpark,Nuremberg,371095.399008959,49.51125853388722,11.154701068363513
PARK_0095,Frankfurter See-Stadtpark,Frankfurt,599366.1339463653,50.08601659052799,8.600896387968174
PARK_0096,Frankfurter Bach-Garten,Frankfurt,565512.4029721979,50.01808845475935,8.675219603626493
PARK_0097,Frankfurter See-Garten,Frankfurt,78975.23744209696,50.068208250425656,8.700266652113802
PARK_0098,Frankfurter Bach-Grünanlage,Frankfurt,392181.10934069974,50.01836963774984,8.746620112131932
PARK_0099,Hannoverer Bach-Park,Hannover,781493.8754436803,52.30131210253038,9.73644865201096
PARK_0100,Nuremberger See-Grünanlage,Nuremberg,131080.0917440796,49.39526420549937,11.101278095163801
PARK_0101,Frankfurter Wald-Garten,Frankfurt,563603.3655296012,50.02123634423372,8.68837092631363
PARK_0102,Municher See-Stadtpark,Munich,977059.4754894079,48.162585980299646,11.627218266744533
PARK_0103,Cologneer Wiese-Volkspark,Cologne,805426.8850302685,50.940760069660236,6.9248912945882495
PARK_0104,Municher Wiese-Stadtpark,Munich,124533.56227515265,48.08926645025242,11.569794284141128
PARK_0105,Nuremberger Wiese-Stadtpark,Nuremberg,844181.1144865955,49.357170148683096,11.169229682935585
PARK_0106,Stuttgarter Wiese-Volkspark,Stuttgart,214629.60406730347,48.814994841218734,9.164690588882854
PARK_0107,Leipziger Wald-Grünanlage,Leipzig,571765.3314708145,51.27098740853422,12.32314857963292
PARK_0108,Hamburger See-Park,Hamburg,315937.2020986457,53.59401918454001,10.025739475343547
PARK_0109,Dresdener See-Park,Dresden,576636.3498858307,51.14137305613264,13.784879383339153
PARK_0110,Nuremberger Bach-Park,Nuremberg,285344.44002609956,49.47444414924687,11.06062001248556
PARK_0111,Frankfurter Bach-Garten,Frankfurt,63673.814198268075,50.082094535730256,8.733669222092875
PARK_0112,Cologneer Wiese-Grünanlage,Cologne,88692.36220302162,50.86071452810138,6.869500528404351
PARK_0113,Leipziger Wald-Volkspark,Leipzig,500465.13763295894,51.4107921168022,12.413831571876006
PARK_0114,Hamburger Wald-Volkspark,Hamburg,499798.1822415374,53.4706668321302,9.992023175023366
PARK_0115,Cologneer Bach-Grünanlage,Cologne,428579.4976775048,50.872140373982006,6.947070329847595
PARK_0116,Leipziger Wiese-Garten,Leipzig,93038.8092834423,51.36287001961044,12.40011873017353
PARK_0117,Frankfurter Wiese-Stadtpark,Frankfurt,527979.4456510833,50.0858225229253,8.707271983142848
PARK_0118,Berliner Wald-Grünanlage,Berlin,204787.7057273582,52.59129796823767,13.436738726323789
PARK_0119,Stuttgarter Heide-Volkspark,Stuttgart,75185.74501454072,48.689913749480084,9.211383855641262
PARK_0120,Berliner Wiese-Garten,Berlin,596700.468982085,52.537155116254695,13.493046048284992
PARK_0121,Municher Wiese-Stadtpark,Munich,485340.24596694077,48.112733985241306,11.610657643688471
PARK_0122,Stuttgarter Wiese-Stadtpark,Stuttgart,416797.5059107355,48.784923357863185,9.271192961755306
PARK_0123,Leipziger Bach-Volkspark,Leipzig,236001.57804983162,51.43193811276478,12.454170128391214
PARK_0124,Municher See-Stadtpark,Munich,67310.73436897225,48.048972260175034,11.502155600275486
PARK_0125,Dresdener Bach-Stadtpark,Dresden,117629.21603721754,50.96928859215119,13.773901354683272
PARK_0126,Hamburger Wald-Volkspark,Hamburg,72108.33894903457,53.514895126058754,10.062675062193891
PARK_0127,Stuttgarter Wald-Grünanlage,Stuttgart,162256.58624057344,48.83869369651779,9.13927095495468
PARK_0128,Hamburger Wald-Stadtpark,Hamburg,883598.4128507003,53.590447433072825,10.019488569355977
PARK_0129,Hannoverer Heide-Park,Hannover,317932.84394274116,52.42291420876078,9.792696186076968
PARK_0130,Leipziger See-Volkspark,Leipzig,816493.0023039008,51.275187908755946,12.423222950328173
PARK_0131,Dresdener See-Volkspark,Dresden,403417.18150314403,51.14850102840014,13.719823535382284
PARK_0132,Nuremberger See-Stadtpark,Nuremberg,934219.4593233864,49.5073825921484,11.044860708050605
PARK_0133,Dresdener Wiese-Volkspark,Dresden,763327.5144019225,51.1220825503686,13.723098805475002
PARK_0134,Leipziger Wiese-Grünanlage,Leipzig,907425.2613455884,51.39060857481694,12.293724773767188
PARK_0135,Leipziger Bach-Stadtpark,Leipzig,354047.12097908114,51.340750474489575,12.43839149322155
PARK_0136,Hamburger Wald-Park,Hamburg,60295.76890628344,53.63020464569924,9.971540335746834
PARK_0137,Cologneer Heide-Garten,Cologne,353347.95571089414,51.01857639528385,6.878557335357227
PARK_0138,Municher Wiese-Garten,Munich,594765.9937171218,48.225112393410164,11.672121429387513
PARK_0139,Hannoverer Wald-Garten,Hannover,328550.2331131613,52.40226744243396,9.721689104395663
PARK_0140,Hamburger Bach-Park,Hamburg,764755.802965796,53.51683290907398,10.028203691215408
PARK_0141,Leipziger Bach-Volkspark,Leipzig,136645.79789625586,51.39801580874517,12.431023628558911
PARK_0142,Nuremberger Heide-Volkspark,Nuremberg,572052.4382075488,49.45098406094052,10.988211752003329
PARK_0143,Dresdener Wald-Park,Dresden,383369.26192447473,51.03870610027468,13.81484083655166
PARK_0144,Leipziger Wald-Grünanlage,Leipzig,773435.1001315987,51.26311340328552,12.301698336410569
PARK_0145,Dresdener Wiese-Park,Dresden,129901.46580924756,51.07404361266325,13.657524535224557
PARK_0146,Municher See-Garten,Munich,830767.0563258384,48.17529382629183,11.496552601272839
PARK_0147,Nuremberger Wald-Volkspark,Nuremberg,130595.82838093232,49.4933484454313,10.99296975612838
PARK_0148,Cologneer Bach-Park,Cologne,402110.03971354634,51.034827915700234,6.9351541591512245
PARK_0149,Leipziger See-Grünanlage,Leipzig,986701.0106317274,51.4022599134515,12.462549715476772
PARK_0150,Berliner Heide-Stadtpark,Berlin,129325.68086373532,52.57067563705179,13.380251917106182
PARK_0151,Cologneer Heide-Stadtpark,Cologne,453010.90878462745,50.99292938318549,6.971980849947161
PARK_0152,Frankfurter Wiese-Park,Frankfurt,517993.84907631617,50.192170877018945,8.60433949646123
PARK_0153,Hamburger Heide-Volkspark,Hamburg,103488.11189774549,53.45337072895348,9.987432128398826
PARK_0154,Nuremberger Bach-Volkspark,Nuremberg,666749.7870102604,49.37586358325362,11.000205249355421
PARK_0155,Cologneer Wiese-Park,Cologne,964063.9210508148,50.986708975853084,6.976973753019432
PARK_0156,Frankfurter See-Grünanlage,Frankfurt,875169.1717799873,50.085874115904744,8.639242417256373
PARK_0157,Cologneer Wald-Volkspark,Cologne,61546.75095532552,50.88221916770389,7.052944507888123
PARK_0158,Cologneer See-Garten,Cologne,896585.9580131675,51.031475765341526,6.868931982390116
PARK_0159,Hannoverer Wald-Garten,Hannover,120106.73649862892,52.381440221817265,9.830592959223859
PARK_0160,Nuremberger Wiese-Stadtpark,Nuremberg,546942.9519616414,49.462870856880265,11.17056050712382
PARK_0161,Municher Wiese-Stadtpark,Munich,481814.0115293846,48.16097972762705,11.621149737796925
PARK_0162,Berliner Bach-Park,Berlin,906100.1099664395,52.54551161601682,13.42186286238462
PARK_0163,Hamburger Bach-Volkspark,Hamburg,952890.9098727308,53.46018927606829,9.949892637918447
PARK_0164,Frankfurter Bach-Stadtpark,Frankfurt,639125.9679114599,50.188952756778185,8.673231350557142
PARK_0165,Leipziger Wald-Park,Leipzig,490513.48469298304,51.29517623659623,12.310724231944754
PARK_0166,Berliner Wald-Volkspark,Berlin,123847.9051167356,52.49067044560521,13.421731222370173
PARK_0167,Leipziger Wiese-Grünanlage,Leipzig,713253.6283187579,51.434578961533234,12.470342148895922
PARK_0168,Cologneer Heide-Grünanlage,Cologne,823105.2687216012,50.944719273268824,6.922205523257266
PARK_0169,Municher Wiese-Garten,Munich,915380.8252691503,48.17204623451078,11.514523387868978
PARK_0170,Hamburger Wiese-Grünanlage,Hamburg,739433.532968942,53.61560744858463,10.083659982658386
PARK_0171,Dresdener Wiese-Grünanlage,Dresden,936092.0591863126,51.07308303918716,13.720948607258123
PARK_0172,Dresdener See-Garten,Dresden,75048.62577238941,51.123612777900085,13.646343734021237
PARK_0173,Municher Heide-Volkspark,Munich,987912.3228491972,48.110392673375614,11.644110666156367
PARK_0174,Leipziger Wald-Grünanlage,Leipzig,411846.31379947043,51.26978337822071,12.391926143070428
PARK_0175,Stuttgarter Bach-Grünanlage,Stuttgart,846412.269475581,48.86978287956292,9.251323784627141
PARK_0176,Cologneer See-Stadtpark,Cologne,309736.71833417093,50.931238631959,6.943263900467533
PARK_0177,Hannoverer Heide-Volkspark,Hannover,822255.9586735737,52.287175099330184,9.804944475251009
PARK_0178,Stuttgarter See-Garten,Stuttgart,577660.120322496,48.875743534657225,9.282227367414782
PARK_0179,Hamburger Wald-Grünanlage,Hamburg,857165.0211435409,53.6048974830361,10.082653145976487
PARK_0180,Dresdener Heide-Volkspark,Dresden,172701.44439392025,50.99986962034864,13.727408827062018
PARK_0181,Hannoverer Bach-Park,Hannover,267210.66522828955,52.46671020545175,9.753234926890176
PARK_0182,Hamburger Heide-Garten,Hamburg,390254.5821311985,53.58544013688117,10.01732564809158
PARK_0183,Stuttgarter See-Park,Stuttgart,544292.3158586037,48.69851151843992,9.21721463911856
PARK_0184,Leipziger Heide-Stadtpark,Leipzig,859572.4253026131,51.39416367834713,12.377132700222399
PARK_0185,Hamburger Wiese-Stadtpark,Hamburg,882820.9225254278,53.561481367754894,10.005887594307078
PARK_0186,Frankfurter Wald-Stadtpark,Frankfurt,77343.54249767202,50.091596573242484,8.608903045690129
PARK_0187,Cologneer Heide-Grünanlage,Cologne,718875.7796942624,50.98852745113472,6.984361910270693
PARK_0188,Hannoverer See-Garten,Hannover,63817.43238448783,52.318492832301786,9.659274295117353
PARK_0189,Leipziger Bach-Stadtpark,Leipzig,422631.8428447457,51.30981751176132,12.391083537370928
PARK_0190,Stuttgarter Wald-Garten,Stuttgart,380842.69367213536,48.763294984404745,9.26373173889875
PARK_0191,Stuttgarter Wiese-Garten,Stuttgart,426715.64320520667,48.77859789783196,9.239630602548228
PARK_0192,Cologneer Wald-Stadtpark,Cologne,952044.59247476,50.961917340045574,7.0327727417493495
PARK_0193,Berliner Heide-Volkspark,Berlin,517510.4784255613,52.44941469618581,13.490317525032298
PARK_0194,Hannoverer Bach-Stadtpark,Hannover,981030.9465212032,52.327548877659794,9.72382715124765
PARK_0195,Leipziger Heide-Park,Leipzig,651730.8116008894,51.33822361879857,12.338850322057503
PARK_0196,Berliner Wald-Grünanlage,Berlin,172435.73581511676,52.46802912375564,13.320172665621731
PARK_0197,Hamburger Wald-Grünanlage,Hamburg,181885.81401693964,53.476709167791554,9.924080538702459
PARK_0198,Dresdener Bach-Grünanlage,Dresden,378383.91915767005,51.07857494896064,13.673676016879828
PARK_0199,Berliner Wiese-Stadtpark,Berlin,684179.8515949758,52.5993576819812,13.399792328052573
PARK_0200,Hamburger Heide-Grünanlage,Hamburg,88825.18545315492,53.48556397424032,9.932157803761735
PARK_0201,Frankfurter Wald-Volkspark,Frankfurt,218159.96006290946,50.04468701261443,8.637818067806393
PARK_0202,Berliner Bach-Park,Berlin,487739.82963108947,52.43774050675142,13.329127174220119
PARK_0203,Stuttgarter Bach-Stadtpark,Stuttgart,528246.407312114,48.71706674368116,9.155753972209615
PARK_0204,Municher Wald-Garten,Munich,809439.8789635905,48.173178965725874,11.489862427968221
PARK_0205,Berliner Bach-Park,Berlin,879899.6929014383,52.54558007789819,13.321351806389774
PARK_0206,Hannoverer Wiese-Park,Hannover,313033.76573984354,52.460074480106364,9.644215591970973
PARK_0207,Frankfurter Bach-Park,Frankfurt,225294.96838855845,50.17214025595861,8.731751938076732
PARK_0208,Leipziger See-Stadtpark,Leipzig,510296.83593147027,51.28156986466734,12.347194420558278
PARK_0209,Frankfurter Bach-Volkspark,Frankfurt,489407.9803264905,50.13455095430606,8.655882727913955
PARK_0210,Frankfurter Heide-Stadtpark,Frankfurt,289815.0971268197,50.16039418762675,8.58943664057812
PARK_0211,Berliner Wald-Volkspark,Berlin,536093.5700098828,52.56266991717691,13.48404136753744
PARK_0212,Nuremberger See-Park,Nuremberg,475041.7484822819,49.45852269705306,10.998134402267956
PARK_0213,Hamburger See-Grünanlage,Hamburg,305781.0694019119,53.557623453291,9.942194100726946
PARK_0214,Frankfurter Bach-Park,Frankfurt,355975.20730401936,50.08635683262092,8.586114239555545
PARK_0215,Cologneer Heide-Grünanlage,Cologne,163774.02522828866,50.87978960139931,6.925799470435583
PARK_0216,Berliner Wald-Grünanlage,Berlin,695147.2031872651,52.598105456147984,13.42371849071081
PARK_0217,Berliner Wiese-Stadtpark,Berlin,132574.2736830525,52.57783424772147,13.404688439785811
PARK_0218,Hamburger Wiese-Stadtpark,Hamburg,758167.5004751135,53.55852130836371,10.011068223604177
PARK_0219,Hannoverer Wiese-Stadtpark,Hannover,319587.11050878826,52.362231909245935,9.657516060559113
PARK_0220,Hamburger Wiese-Garten,Hamburg,592239.3894354663,53.523716459279726,10.02288344826632
PARK_0221,Stuttgarter Wald-Garten,Stuttgart,625486.0783890428,48.74701934517957,9.280203049758596
PARK_0222,Leipziger Bach-Park,Leipzig,195216.18222511542,51.287145358347196,12.293456494524081
PARK_0223,Municher Bach-Garten,Munich,227238.67284874048,48.084291545676905,11.514136274651912
PARK_0224,Leipziger Heide-Stadtpark,Leipzig,901927.1533951039,51.29671903373877,12.307774719058951
PARK_0225,Frankfurter Heide-Garten,Frankfurt,439876.98564017843,50.02694674913233,8.68700227791405
PARK_0226,Berliner Bach-Park,Berlin,427962.8190934546,52.616475723381726,13.32740778043361
PARK_0227,Cologneer Bach-Stadtpark,Cologne,826218.4674018159,51.03139408665508,7.033401425178797
PARK_0228,Leipziger Heide-Park,Leipzig,685211.0589282095,51.29128056540899,12.307277517478013
PARK_0229,Frankfurter Wald-Garten,Frankfurt,593032.0549964049,50.19677519782552,8.693452578602786
PARK_0230,Municher See-Garten,Munich,227691.5611296472,48.09109581873206,11.635898586638389
PARK_0231,Stuttgarter Bach-Park,Stuttgart,532229.8597502322,48.740535847280846,9.167987287723284
PARK_0232,Municher Bach-Grünanlage,Munich,630089.040319551,48.083581946483015,11.504967364947841
PARK_0233,Stuttgarter Wiese-Garten,Stuttgart,196644.57951049219,48.73352611064805,9.199147644284523
PARK_0234,Berliner Heide-Grünanlage,Berlin,99232.35998130556,52.51622802037097,13.411517886510316
PARK_0235,Leipziger Heide-Grünanlage,Leipzig,110206.22194912937,51.30702085563878,12.299982935387796
PARK_0236,Dresdener Heide-Garten,Dresden,819380.7235619031,51.148392046477994,13.701770768994944
PARK_0237,Municher See-Grünanlage,Munich,772216.4668952022,48.086028130952755,11.618300544444786
PARK_0238,Stuttgarter Bach-Grünanlage,Stuttgart,441248.8684399051,48.794927748121566,9.177215237710032
PARK_0239,Dresdener Wald-Garten,Dresden,839088.4373983426,51.0201736533086,13.823205828849565
PARK_0240,Nuremberger Bach-Garten,Nuremberg,744324.1014434621,49.5451053821333,11.00155944469711
PARK_0241,Hamburger Bach-Volkspark,Hamburg,113171.45399843862,53.638768091364206,9.929946613233133
PARK_0242,Dresdener See-Grünanlage,Dresden,849737.3379203584,51.09862412985802,13.752194622635981
PARK_0243,Hamburger See-Garten,Hamburg,241545.9540453573,53.479054475325256,10.052753462371978
PARK_0244,Berliner Heide-Garten,Berlin,823845.984219813,52.452731188573146,13.337853159586198
PARK_0245,Municher Wald-Garten,Munich,390888.9599173274,48.16813944413924,11.586613084953825
PARK_0246,Hamburger Bach-Garten,Hamburg,825769.4674979983,53.62654010816262,9.972189021484528
PARK_0247,Hamburger Bach-Volkspark,Hamburg,489545.79638612614,53.53892698171404,9.969088885884982
PARK_0248,Frankfurter Wald-Stadtpark,Frankfurt,527584.3705878551,50.07117557483283,8.73162187603525
PARK_0249,Hamburger See-Stadtpark,Hamburg,414696.66030455084,53.49754253902936,10.073614914654915
PARK_0250,Dresdener Wald-Garten,Dresden,643026.0961182925,51.0591105722228,13.81859442219291
PARK_0251,Nuremberger Wiese-Stadtpark,Nuremberg,646322.650417847,49.375479608141674,11.164666424722697
PARK_0252,Berliner Heide-Stadtpark,Berlin,804323.9298067811,52.48698112293142,13.332854414532676
PARK_0253,Dresdener Wald-Park,Dresden,899197.9538984097,51.074414551185704,13.743992218395263
PARK_0254,Municher Heide-Garten,Munich,346135.9644057708,48.19281944224491,11.512334975946551
PARK_0255,Hannoverer Heide-Stadtpark,Hannover,81855.81299899041,52.325597827962895,9.780789258514535
PARK_0256,Frankfurter Bach-Grünanlage,Frankfurt,882927.354923662,50.124877936974265,8.734591737148138
PARK_0257,Dresdener Wiese-Stadtpark,Dresden,155100.15010744688,51.01881634974318,13.801551460934402
PARK_0258,Municher Wald-Stadtpark,Munich,427422.9260323489,48.20439045834691,11.507497732466398
PARK_0259,Frankfurter Wiese-Stadtpark,Frankfurt,267788.8254710094,50.170359073155915,8.612083485469755
PARK_0260,Berliner See-Volkspark,Berlin,659090.2512410324,52.564450513678615,13.449007307309214
PARK_0261,Frankfurter Wald-Grünanlage,Frankfurt,289209.1059616051,50.14968968889342,8.69064488866952
PARK_0262,Frankfurter Wald-Stadtpark,Frankfurt,913028.0332669469,50.08003919870078,8.618419543360286
PARK_0263,Dresdener Bach-Volkspark,Dresden,488905.5134619261,51.067078358953225,13.717470283352727
PARK_0264,Stuttgarter See-Stadtpark,Stuttgart,606918.3404159574,48.86525666792236,9.113570280623216
PARK_0265,Hamburger Wiese-Stadtpark,Hamburg,67204.67462979848,53.55227773577689,10.01599084708693
PARK_0266,Berliner Heide-Park,Berlin,586876.5244097485,52.59442478178883,13.491423656496721
PARK_0267,Hannoverer Heide-Garten,Hannover,721876.7025977287,52.41523016477538,9.816499876235458
PARK_0268,Stuttgarter Wiese-Volkspark,Stuttgart,626379.294063713,48.70630780858285,9.198157672033362
PARK_0269,Hamburger Wald-Park,Hamburg,937648.6640305641,53.53592613426048,10.040988847124945
PARK_0270,Hamburger Bach-Stadtpark,Hamburg,157576.1435487175,53.63621370258135,9.983867874280827
PARK_0271,Cologneer Wald-Stadtpark,Cologne,168429.5471431035,51.03446823979247,7.028079617289187
PARK_0272,Leipziger See-Volkspark,Leipzig,542896.1542697685,51.42386837652347,12.447079272412427
